Folder Path;traj.csv exists?;foodpatches_reviewed.csv exists?;traj.mat exists?;traj.mat empty?;Diagnosis of video;frames with zero worms;frames with one worm;frames with two or more worms;proportion of frames with multiple worms;final classification of the video
Documents/PTUT/Minipatches_light_20260116/20221119T115015_SmallPatches_C6-CAM3;1;1;1;0;OK;19775;15339;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103112_SmallPatches_C5-CAM8;1;1;1;0;OK;11631;23303;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM1;1;1;1;0;OK;30837;4093;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111903_SmallPatches_C1-CAM7;1;1;1;0;OK;7958;27191;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM8;1;1;1;0;OK;747;34346;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM5;1;1;1;0;OK;4455;30545;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120109_SmallPatches_C2-CAM4;1;1;1;0;OK;6645;28579;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM6;1;1;0;0;WEIRD;1502;14643;18901;0.539319751184158;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221116T193622_SmallPatches_C3-CAM2;1;1;1;0;OK;7204;27865;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203320_SmallPatches_C6-CAM7;1;1;0;0;WEIRD;3885;17439;13713;0.3913862488226732;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM6;1;1;0;0;WEIRD;421;1935;32733;0.932856450739548;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM7;1;1;1;0;OK;1231;33803;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T193532_SmallPatches_C1-CAM7;1;1;0;0;WEIRD;401;0;34594;0.9885412201743106;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221015T113423_SmallPatches_C6-CAM2;1;1;1;0;OK;3178;31888;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM7;1;1;1;0;OK;1801;33309;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T112027_SmallPatches_C2-CAM2;1;1;1;0;OK;6090;28902;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105552_SmallPatches_C2-CAM7;1;1;1;0;OK;7835;27120;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM6;1;1;1;0;OK;19721;15392;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T112927_SmallPatches_C4-CAM7;1;1;1;0;OK;1971;24138;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T115009_SmallPatches_C5-CAM7;1;1;0;0;WEIRD;455;15302;19351;0.5511849151190612;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221015T113417_SmallPatches_C5-CAM4;1;1;1;0;OK;1743;33233;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM8;1;1;1;0;OK;1487;3664;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103454_SmallPatches_C1-CAM1;1;1;1;0;OK;15742;19357;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM4;1;1;1;0;OK;5615;29555;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM8;1;1;1;0;OK;410;34639;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM4;1;1;1;0;OK;9502;16570;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T112033_SmallPatches_C3-CAM1;1;1;1;0;OK;1527;32777;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM5;1;1;1;0;OK;5925;27523;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203554_SmallPatches_C2-CAM7;1;1;1;0;OK;595;34610;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM4;1;1;1;0;OK;264;34704;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195631_SmallPatches_C2-CAM7;1;1;1;0;OK;514;34593;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM3;1;1;1;0;OK;268;34663;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM8;1;1;1;0;OK;385;26521;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM8;1;1;1;0;OK;1763;33236;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM3;1;1;1;0;OK;1593;33567;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T201820_SmallPatches_C2-CAM7;1;1;1;0;OK;7010;28256;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192604_SmallPatches_C4-CAM8;1;1;1;0;OK;936;34140;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM8;1;1;1;0;OK;1820;33231;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM7;1;1;1;0;OK;2645;32453;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204614_SmallPatches_C2-CAM4;1;1;1;0;OK;27444;7781;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM3;1;1;1;0;OK;601;34044;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T112033_SmallPatches_C3-CAM6;1;1;1;0;OK;426;34601;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM2;1;1;1;0;OK;4185;29321;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T111530_SmallPatches_C2-CAM7;1;1;1;0;OK;7884;27310;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM6;1;1;1;0;OK;3567;27559;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM1;1;1;1;0;OK;401;34514;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM1;1;1;0;0;WEIRD;908;11451;22639;0.6468655351734385;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM4;1;1;1;0;OK;5631;29202;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192604_SmallPatches_C4-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM2;1;1;1;0;OK;6269;21957;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T192604_SmallPatches_C4-CAM6;1;1;0;0;WEIRD;771;31739;2533;0.0722826242045487;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221123T210701_SmallPatches_C2-CAM4;1;1;1;0;OK;1021;34049;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM6;1;1;1;0;OK;1642;33380;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM3;1;1;1;0;OK;9059;25674;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM6;1;1;1;0;OK;10731;24253;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM1;1;1;1;0;OK;3413;31632;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM7;1;1;1;0;OK;820;27111;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM1;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM5;1;1;1;0;OK;4112;30925;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM7;1;1;1;0;OK;2697;32321;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM8;1;1;1;0;OK;270;34663;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM4;1;1;1;0;OK;1172;34014;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM4;1;1;1;0;OK;5335;29794;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM2;1;1;0;0;WEIRD;6742;20449;8010;0.227550353683134;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM5;1;1;0;0;WEIRD;542;991;33596;0.9563608414700105;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM4;1;1;1;0;OK;735;34417;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM1;1;1;1;0;OK;5299;29763;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T191645_SmallPatches_C3-CAM6;1;1;1;0;OK;3515;31378;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM5;1;1;1;0;OK;1059;13583;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM8;1;1;1;0;OK;1217;33767;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103559_SmallPatches_C4-CAM6;1;1;1;0;OK;369;34637;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM3;1;1;1;0;OK;3206;3047;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM2;1;1;1;0;OK;3096;32036;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193528_SmallPatches_C1-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM6;1;1;1;0;OK;6469;28625;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191645_SmallPatches_C3-CAM1;1;1;1;0;OK;1859;33011;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM2;1;1;1;0;OK;2194;32209;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM3;1;1;1;0;OK;5116;30031;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM5;1;1;1;0;OK;4756;30413;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM5;1;1;1;0;OK;4865;24141;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM2;1;1;1;0;OK;15316;19797;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM3;1;1;1;0;OK;2009;32855;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM7;1;1;1;0;OK;4998;10932;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103559_SmallPatches_C4-CAM8;1;1;1;0;OK;394;34628;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191645_SmallPatches_C3-CAM8;1;1;1;0;OK;213;34666;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM4;1;1;1;0;OK;3466;30930;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM6;1;1;1;0;OK;4322;17535;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM7;1;1;1;0;OK;369;34634;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM7;1;1;1;0;OK;19955;15155;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM4;1;1;1;0;OK;532;34588;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM7;1;1;1;0;OK;482;34509;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM6;1;1;1;0;OK;1194;33722;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM7;1;1;1;0;OK;2065;33118;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM3;1;1;1;0;OK;571;34456;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM8;1;1;1;0;OK;25264;8234;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM8;1;1;1;0;OK;522;34629;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM7;1;1;1;0;OK;2329;32667;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM2;1;1;1;0;OK;1726;33450;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM8;1;1;1;0;OK;10991;24119;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM1;1;1;1;0;OK;4523;30426;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM3;1;1;1;0;OK;9717;12676;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM8;1;1;1;0;OK;2732;32392;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM3;1;1;1;0;OK;692;27545;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM2;1;1;1;0;OK;5614;29395;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM7;1;1;1;0;OK;420;34601;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM6;1;1;1;0;OK;2614;25487;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192604_SmallPatches_C4-CAM7;1;1;1;0;OK;341;34715;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM4;1;1;1;0;OK;3039;25208;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203554_SmallPatches_C2-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221017T111530_SmallPatches_C2-CAM6;1;1;1;0;OK;11263;24070;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM1;1;1;1;0;OK;4191;22605;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210701_SmallPatches_C2-CAM2;1;1;1;0;OK;1023;3319;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM5;1;1;1;0;OK;10672;24279;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;1;1;1;0;OK;3117;32033;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM2;1;1;0;0;WEIRD;2354;24322;8244;0.23608247422680412;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM6;1;1;1;0;OK;6992;28090;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM2;1;1;1;0;OK;4510;30440;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T192724_SmallPatches_C6-CAM5;1;1;1;0;OK;311;34652;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T201820_SmallPatches_C2-CAM1;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221121T204614_SmallPatches_C2-CAM2;1;1;1;0;OK;1062;33524;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM5;1;1;1;0;OK;267;34712;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM1;1;1;1;0;OK;9243;11151;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195631_SmallPatches_C2-CAM6;1;1;1;0;OK;3511;28969;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM4;1;1;1;0;OK;1614;31824;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203554_SmallPatches_C2-CAM6;1;1;1;0;OK;1439;33789;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM2;1;1;1;0;OK;489;34524;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM3;1;1;1;0;OK;12962;22228;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM6;1;1;1;0;OK;324;34656;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM8;1;1;1;0;OK;15154;19496;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM1;1;1;1;0;OK;770;34264;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM1;1;1;1;0;OK;20684;13418;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM1;1;1;1;0;OK;4471;30467;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;1;1;1;0;OK;2435;32648;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T201543_SmallPatches_C5-CAM8;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM1;1;1;1;0;OK;978;34227;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T193528_SmallPatches_C1-CAM8;1;1;1;0;OK;4298;30805;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM6;1;1;1;0;OK;6285;28705;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM6;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM1;1;1;1;0;OK;18406;16603;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM5;1;1;1;0;OK;2643;32410;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM7;1;1;1;0;OK;3325;31647;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM6;1;1;1;0;OK;3318;31149;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM8;1;1;1;0;OK;417;34640;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM5;1;1;0;0;WEIRD;18147;15974;889;0.025392744930019993;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM7;1;1;1;0;OK;1926;33002;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM6;1;1;1;0;OK;950;34021;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM8;1;1;0;0;WEIRD;916;34022;6;0.00017170329670329672;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM3;1;1;1;0;OK;5137;16806;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM1;1;1;1;0;OK;5023;29944;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T201543_SmallPatches_C5-CAM6;1;1;1;0;OK;6521;25076;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM2;1;1;1;0;OK;14505;20636;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM1;1;1;1;0;OK;14831;20092;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM4;1;1;1;0;OK;575;34657;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM3;1;1;1;0;OK;3769;28801;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM6;1;1;1;0;OK;1185;33885;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM8;1;1;0;0;WEIRD;336;29612;5094;0.14536841504480338;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM4;1;1;1;0;OK;10837;24202;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM7;1;1;1;0;OK;5036;30099;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM2;1;1;1;0;OK;570;11176;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM7;1;1;1;0;OK;271;33187;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM3;1;1;1;0;OK;1305;33681;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM6;1;1;1;0;OK;1281;33705;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM5;1;1;1;0;OK;8606;26449;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM8;1;1;1;0;OK;7263;27885;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM6;1;1;0;0;WEIRD;6435;14086;14479;0.41368571428571427;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM4;1;1;1;0;OK;1592;33436;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191645_SmallPatches_C3-CAM7;1;1;0;0;WEIRD;3054;31596;21;0.0006056935190793458;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221110T194358_SmallPatches_C4-CAM4;1;1;1;0;OK;455;34542;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233336_SmallPatches_C5-CAM3;1;1;0;0;WEIRD;507;87;34548;0.9830971487109442;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM5;1;1;1;0;OK;1174;33990;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103559_SmallPatches_C4-CAM7;1;1;1;0;OK;1174;33920;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM5;1;1;1;0;OK;21717;13385;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114417_SmallPatches_C4-CAM1;1;1;1;0;OK;5523;29477;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM8;1;1;1;0;OK;378;34641;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232148_SmallPatches_C3-CAM3;1;1;1;0;OK;6153;29063;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM8;1;1;1;0;OK;13916;20417;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202104_SmallPatches_C1-CAM4;1;1;1;0;OK;4730;30436;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221125T144049_SmallPatches_C4-CAM1;1;1;1;0;OK;3275;5008;0;0.0;1 worm clean
