Folder Path;traj.csv exists?;foodpatches_reviewed.csv exists?;traj.mat exists?;traj.mat empty?;Diagnosis of video;frames with zero worms;frames with one worm;frames with two or more worms;proportion of frames with multiple worms;final classification of the video
Documents/PTUT/Minipatches_light_20260116/20221115T113223_SmallPatches_C6-CAM1;1;1;1;0;OK;6255;27562;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T190805_SmallPatches_C2-CAM6;1;1;1;0;OK;1588;33626;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232044_SmallPatches_C1-CAM7;1;1;1;0;OK;6662;4872;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101555_SmallPatches_C3-CAM6;1;1;1;0;OK;3991;31033;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105445_SmallPatches_C1-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221116T103106_SmallPatches_C6-CAM5;1;1;0;0;WEIRD;293;1153;33511;0.9586348942987098;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221126T114423_SmallPatches_C5-CAM1;1;1;1;0;OK;12135;22887;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM7;1;1;1;0;OK;6159;28948;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102254_SmallPatches_C1-CAM8;1;1;1;0;OK;8919;25983;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192159_SmallPatches_C5-CAM5;1;1;1;0;OK;232;34680;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104123_SmallPatches_C3-CAM6;1;1;1;0;OK;1472;33629;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205101_SmallPatches_C4-CAM5;1;1;0;0;WEIRD;622;7732;26822;0.7625085285421879;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221122T192231_SmallPatches_C2-CAM2;1;1;1;0;OK;3865;31358;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103106_SmallPatches_C6-CAM2;1;1;1;0;OK;323;34698;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101555_SmallPatches_C3-CAM1;1;1;1;0;OK;5966;29008;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113223_SmallPatches_C6-CAM6;1;1;0;0;WEIRD;16998;8147;1;3.9767756303189374e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221126T205101_SmallPatches_C4-CAM2;1;1;1;0;OK;13923;20675;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193059_SmallPatches_C3-CAM7;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T195638_SmallPatches_C3-CAM8;1;1;1;0;OK;482;1840;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T104123_SmallPatches_C3-CAM1;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221011T192159_SmallPatches_C5-CAM2;1;1;1;0;OK;1568;33341;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114423_SmallPatches_C5-CAM6;1;1;1;0;OK;417;34683;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194534_SmallPatches_C5-CAM5;1;1;1;0;OK;3015;31930;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195638_SmallPatches_C3-CAM1;1;1;1;0;OK;10730;24365;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203601_SmallPatches_C3-CAM7;1;1;1;0;OK;1171;1994;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102254_SmallPatches_C1-CAM6;1;1;0;0;WEIRD;241;4396;30282;0.8672069646897105;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221117T104123_SmallPatches_C3-CAM8;1;1;1;0;OK;6771;28375;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM1;1;1;1;0;OK;312;33146;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112304_SmallPatches_C4-CAM4;1;1;0;0;WEIRD;5942;14455;12208;0.37442110105811993;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221012T130040_SmallPatches_C2-CAM7;1;1;1;0;OK;3713;24110;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T101555_SmallPatches_C3-CAM8;1;1;1;0;OK;507;34543;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195306_SmallPatches_C1-CAM3;1;1;1;0;OK;1268;33747;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113217_SmallPatches_C5-CAM7;1;1;1;0;OK;14502;20512;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195557_SmallPatches_C1-CAM4;1;1;1;0;OK;4159;30933;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114423_SmallPatches_C5-CAM8;1;1;1;0;OK;3293;31847;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM6;1;1;1;0;OK;2827;30627;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191711_SmallPatches_C2-CAM7;1;1;1;0;OK;1462;33565;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102254_SmallPatches_C1-CAM1;1;1;1;0;OK;22549;12338;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195638_SmallPatches_C3-CAM6;1;1;0;0;WEIRD;4873;18144;12039;0.3434219534459151;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221110T194534_SmallPatches_C5-CAM2;1;1;1;0;OK;2522;32482;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T102404_SmallPatches_C3-CAM7;1;1;1;0;OK;11513;23505;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195306_SmallPatches_C1-CAM4;1;1;1;0;OK;1302;33732;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113223_SmallPatches_C6-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T131806_SmallPatches_C4-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T110848_SmallPatches_C4-CAM4;1;1;1;0;OK;1041;33993;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201720_SmallPatches_C1-CAM7;1;1;1;0;OK;7120;28106;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102308_SmallPatches_C3-CAM4;1;1;1;0;OK;1205;33844;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210707_SmallPatches_C3-CAM3;1;1;1;0;OK;1825;33248;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200706_SmallPatches_C6-CAM2;1;1;1;0;OK;1495;33583;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131923_SmallPatches_C6-CAM2;1;1;1;0;OK;3246;23690;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221120T191902_SmallPatches_C5-CAM6;1;1;1;0;OK;610;34465;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T201801_SmallPatches_C3-CAM4;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221121T204620_SmallPatches_C3-CAM2;1;1;1;0;OK;953;34185;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105413_SmallPatches_C5-CAM6;1;1;1;0;OK;1748;33229;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201332_SmallPatches_C2-CAM5;1;1;1;0;OK;5843;29093;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200700_SmallPatches_C5-CAM5;1;1;0;0;WEIRD;342;1;357;0.51;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM5;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T200335_SmallPatches_C6-CAM7;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T103134_SmallPatches_C5-CAM4;1;1;1;0;OK;5674;29397;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T110848_SmallPatches_C4-CAM3;1;1;1;0;OK;3374;31567;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102308_SmallPatches_C3-CAM3;1;1;1;0;OK;365;34639;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM2;1;1;1;0;OK;1170;33875;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T201332_SmallPatches_C2-CAM2;1;1;1;0;OK;3848;31168;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200700_SmallPatches_C5-CAM2;1;1;1;0;OK;354;410;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200138_SmallPatches_C5-CAM8;1;1;0;0;WEIRD;4534;30506;4;0.0001141422212076247;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221117T105413_SmallPatches_C5-CAM1;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221121T204620_SmallPatches_C3-CAM5;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T112832_SmallPatches_C3-CAM7;1;1;1;0;OK;3569;31670;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221016T201801_SmallPatches_C3-CAM3;1;1;1;0;OK;1002;34164;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131923_SmallPatches_C6-CAM5;1;1;1;0;OK;1988;24985;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200706_SmallPatches_C6-CAM5;1;1;1;0;OK;3857;25530;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200138_SmallPatches_C5-CAM1;1;1;0;0;WEIRD;440;34518;1;2.860493721216282e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221118T103541_SmallPatches_C3-CAM4;1;1;1;0;OK;834;34352;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T105413_SmallPatches_C5-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T193611_SmallPatches_C3-CAM2;1;1;1;0;OK;7709;27403;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143258_SmallPatches_C1-CAM3;1;1;1;0;OK;966;34140;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T191303_SmallPatches_C2-CAM7;1;1;1;0;OK;13570;21689;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194416_SmallPatches_C6-CAM3;1;1;1;0;OK;4963;30119;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103117_SmallPatches_C4-CAM5;1;1;0;0;WEIRD;288;5226;29400;0.8420690840350575;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221120T191902_SmallPatches_C5-CAM8;1;1;1;0;OK;2550;32532;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192239_SmallPatches_C3-CAM1;1;1;1;0;OK;2068;33075;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200026_SmallPatches_C4-CAM3;1;1;1;0;OK;620;34357;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM4;1;1;1;0;OK;420;34676;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194409_SmallPatches_C5-CAM7;1;1;1;0;OK;1120;33983;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194416_SmallPatches_C6-CAM4;1;1;1;0;OK;1171;33930;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103117_SmallPatches_C4-CAM2;1;1;1;0;OK;2313;32652;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143258_SmallPatches_C1-CAM4;1;1;1;0;OK;4883;30248;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200721_SmallPatches_C3-CAM7;1;1;1;0;OK;1848;33186;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200138_SmallPatches_C5-CAM6;1;1;1;0;OK;8731;26296;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T103541_SmallPatches_C3-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM3;1;1;1;0;OK;1515;33563;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T113745_SmallPatches_C2-CAM2;1;1;1;0;OK;1900;31991;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200026_SmallPatches_C4-CAM4;1;1;1;0;OK;3245;31746;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192239_SmallPatches_C3-CAM6;1;1;0;0;WEIRD;920;2762;31445;0.8951803456030973;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221125T232132_SmallPatches_C2-CAM2;1;1;1;0;OK;4437;30642;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194534_SmallPatches_C5-CAM3;1;1;1;0;OK;340;34678;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211445_SmallPatches_C4-CAM4;1;1;0;0;WEIRD;911;22795;11316;0.32311118725372623;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221110T193059_SmallPatches_C3-CAM8;1;1;1;0;OK;960;34060;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233330_SmallPatches_C4-CAM4;1;1;1;0;OK;2760;32358;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM7;1;1;1;0;OK;3433;29123;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203601_SmallPatches_C3-CAM1;1;1;1;0;OK;941;34201;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T191711_SmallPatches_C2-CAM6;1;1;1;0;OK;16406;17201;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T195306_SmallPatches_C1-CAM5;1;1;1;0;OK;822;34216;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T130040_SmallPatches_C2-CAM1;1;1;1;0;OK;558;27532;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195557_SmallPatches_C1-CAM2;1;1;1;0;OK;4067;31049;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113217_SmallPatches_C5-CAM1;1;1;1;0;OK;7339;27707;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM8;1;1;0;0;WEIRD;531;2186;32404;0.9226388770251417;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221126T203601_SmallPatches_C3-CAM6;1;1;1;0;OK;614;34585;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102254_SmallPatches_C1-CAM7;1;1;1;0;OK;21804;13019;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233330_SmallPatches_C4-CAM3;1;1;1;0;OK;3287;31814;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T102404_SmallPatches_C3-CAM1;1;1;1;0;OK;1640;33386;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194534_SmallPatches_C5-CAM4;1;1;1;0;OK;269;34668;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T211445_SmallPatches_C4-CAM3;1;1;1;0;OK;9338;8938;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113217_SmallPatches_C5-CAM6;1;1;1;0;OK;3833;31170;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195557_SmallPatches_C1-CAM5;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221012T131806_SmallPatches_C4-CAM1;1;1;1;0;OK;342;26440;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T112304_SmallPatches_C4-CAM5;1;1;1;0;OK;2100;30485;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T130040_SmallPatches_C2-CAM6;1;1;1;0;OK;514;27632;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105445_SmallPatches_C1-CAM8;1;1;1;0;OK;674;34249;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232044_SmallPatches_C1-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221015T195306_SmallPatches_C1-CAM2;1;1;1;0;OK;1920;33111;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232044_SmallPatches_C1-CAM1;1;1;1;0;OK;32469;1474;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105445_SmallPatches_C1-CAM1;1;1;1;0;OK;8062;26857;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103106_SmallPatches_C6-CAM3;1;1;1;0;OK;13404;21632;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T113223_SmallPatches_C6-CAM7;1;1;0;0;WEIRD;478;7604;26939;0.7692241797778476;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM1;1;1;1;0;OK;7113;28023;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192159_SmallPatches_C5-CAM3;1;1;1;0;OK;9458;25473;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T114423_SmallPatches_C5-CAM7;1;1;1;0;OK;30860;4259;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T192231_SmallPatches_C2-CAM4;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T205101_SmallPatches_C4-CAM3;1;1;1;0;OK;2127;33010;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193059_SmallPatches_C3-CAM6;1;1;0;0;WEIRD;423;30385;4175;0.11934368121659092;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221120T190805_SmallPatches_C2-CAM7;1;1;1;0;OK;7461;27773;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103106_SmallPatches_C6-CAM4;1;1;1;0;OK;4110;30943;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T232044_SmallPatches_C1-CAM6;1;1;0;0;WEIRD;629;28664;5891;0.16743406093678945;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221014T101555_SmallPatches_C3-CAM7;1;1;0;0;WEIRD;3762;31273;1;2.854207101267268e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221115T113217_SmallPatches_C5-CAM8;1;1;1;0;OK;10443;24585;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205101_SmallPatches_C4-CAM4;1;1;1;0;OK;22595;11818;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T193059_SmallPatches_C3-CAM1;1;1;0;0;WEIRD;5675;29318;2;5.715102157451065e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221117T104123_SmallPatches_C3-CAM7;1;1;1;0;OK;5800;29330;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM6;1;1;1;0;OK;3259;31837;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221011T192159_SmallPatches_C5-CAM4;1;1;1;0;OK;3133;18434;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T203601_SmallPatches_C3-CAM8;1;1;1;0;OK;3377;29875;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200138_SmallPatches_C5-CAM7;1;1;1;0;OK;1663;33307;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200721_SmallPatches_C3-CAM6;1;1;1;0;OK;9519;25502;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T193611_SmallPatches_C3-CAM4;1;1;1;0;OK;403;34621;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM6;1;1;0;0;WEIRD;5862;29132;1;2.8575510787255323e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221115T194416_SmallPatches_C6-CAM5;1;1;1;0;OK;3353;31636;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194409_SmallPatches_C5-CAM6;1;1;1;0;OK;19383;15447;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T103117_SmallPatches_C4-CAM3;1;1;0;0;WEIRD;802;8043;25372;0.7415027617850776;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221125T143258_SmallPatches_C1-CAM5;1;1;1;0;OK;1088;1128;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112832_SmallPatches_C3-CAM8;1;1;1;0;OK;8984;26276;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200026_SmallPatches_C4-CAM5;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T200335_SmallPatches_C6-CAM8;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T192239_SmallPatches_C3-CAM7;1;1;1;0;OK;1553;33584;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM2;1;1;1;0;OK;1249;33816;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T143258_SmallPatches_C1-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T191303_SmallPatches_C2-CAM6;1;1;1;0;OK;2972;32256;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T194416_SmallPatches_C6-CAM2;1;1;1;0;OK;3287;31778;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194409_SmallPatches_C5-CAM1;1;1;0;0;WEIRD;2695;32348;2;5.706948209444999e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221116T103117_SmallPatches_C4-CAM4;1;1;1;0;OK;2633;32359;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221017T203313_SmallPatches_C5-CAM1;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T193611_SmallPatches_C3-CAM3;1;1;1;0;OK;3190;31822;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201720_SmallPatches_C1-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;1;1;1;0;OK;2245;32868;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T200026_SmallPatches_C4-CAM2;1;1;1;0;OK;329;34643;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T201720_SmallPatches_C1-CAM1;1;1;1;0;OK;4678;30531;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T102308_SmallPatches_C3-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221117T200335_SmallPatches_C6-CAM6;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T103134_SmallPatches_C5-CAM5;1;1;0;0;WEIRD;1867;13090;20123;0.5736316989737742;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221016T201801_SmallPatches_C3-CAM2;1;1;1;0;OK;2739;32413;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T112832_SmallPatches_C3-CAM6;1;1;1;0;OK;8163;27003;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221116T194409_SmallPatches_C5-CAM8;1;1;1;0;OK;4313;30715;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200706_SmallPatches_C6-CAM4;1;1;0;0;WEIRD;890;9283;24825;0.7093262472141265;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221012T131923_SmallPatches_C6-CAM4;1;1;1;0;OK;694;26264;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM3;1;1;1;0;OK;3451;31612;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204620_SmallPatches_C3-CAM4;1;1;0;0;WEIRD;21134;8844;5187;0.14750462107208873;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221013T201332_SmallPatches_C2-CAM3;1;1;1;0;OK;4908;30120;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200721_SmallPatches_C3-CAM8;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221122T102358_SmallPatches_C2-CAM6;1;1;1;0;OK;7578;27523;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200700_SmallPatches_C5-CAM3;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221014T103134_SmallPatches_C5-CAM2;1;1;1;0;OK;6726;28108;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210707_SmallPatches_C3-CAM2;1;1;0;0;WEIRD;10977;24078;1;2.8525787311729804e-05;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221119T201720_SmallPatches_C1-CAM6;1;1;0;0;WEIRD;5699;28867;45;0.0013001646875270868;1 worm with errors
Documents/PTUT/Minipatches_light_20260116/20221110T110848_SmallPatches_C4-CAM5;1;1;0;0;WEIRD;284;2095;32569;0.9319274350463546;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221013T201332_SmallPatches_C2-CAM4;1;1;1;0;OK;5924;29035;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T200700_SmallPatches_C5-CAM4;1;1;0;0;WEIRD;367;221;206;0.2594458438287154;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221121T204620_SmallPatches_C3-CAM3;1;1;1;0;OK;16662;18490;0;0.0;1 worm clean
